"SubID"	"NA_1"	"NA_2"	"NA_3"	"NA_4"	"NA_5"	"NA_6"	"NA_7"	"NA_8"	"NA_9"	"NA_10"	"PA_1"	"PA_2"	"PA_3"	"PA_4"	"PA_5"	"PA_6"	"PA_7"	"PA_8"	"PA_9"	"PA_10"	"Anx_1"	"Anx_2"	"Anx_3"	"Dep_1"	"Dep_2"	"Dep_3"	"Discrim_1"	"Discrim_2"	"Discrim_3"	"Discrim_4"	"Discrim_5"	"Discrim_6"	"Discrim_7"	"DailyNews"	"Survey"	"SWLS_1"	"SWLS_2"	"SWLS_3"	"SWLS_4"	"SWLS_5"	"SWLS_6"	"SelfEsteem"	"MIL_1"	"MIL_2"	"MIL_3"	"MIL_4"	"MIL_5"	"MIL_6"	"MIL_7"	"MIL_8"	"MIL_9"	"MIL_10"	"MIL_11"	"MIL_12"	"MIL_13"	"MIL_14"	"MIL_15"	"MIL_16"	"Suprise_1"	"Suprise_2"	"Suprise_3"	"Surpise_4"	"DMIL_1"	"DMIL_2"	"NN_1"	"NN_2"	"NN_3"	"NN_4"	"NN_5"	"NN_6"	"NP_1"	"NP_2"	"NP_3"	"NP_4"	"NP_5"	"NP_6"	"OP_1"	"OP_2"	"OP_3"	"OP_4"	"OP_5"	"Date"	"Time"	"DayStudy.adj"	"DayWeek"	"NA_agg"	"PA_agg"	"Dep_agg"	"Anx_agg"
"1053"	3	2	1	1	1	1	1	1	1	1	3	4	3	4	2	2	3	3	1	3	1	3	1	1	1	1	0	0	0	4	0	4	8	3	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 17:51:00	1	"Wednesday"	1.3	2.8	1.67	1
"1055"	1	1	2	1	3	1	1	1	5	2	1	1	3	1	1	2	2	1	2	1	1	4	3	3	4	3	0	0	0	0	0	0	1	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 17:52:00	1	"Wednesday"	1.8	1.5	2.67	3.33
"1035"	4	4	4	1	4	1	5	1	4	4	2	3	3	2	3	2	1	2	3	3	4	5	4	3	4	4	0	0	0	0	0	0	4	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 17:59:00	1	"Wednesday"	3.2	2.4	4.33	3.67
"1054"	1	1	2	1	1	1	1	1	1	1	3	2	4	4	3	2	3	4	3	3	2	3	1	1	1	1	0	0	3	3	0	0	2	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:00:00	1	"Wednesday"	1.1	3.1	2	1
"1019"	1	1	2	2	1	1	2	1	1	2	2	3	3	3	3	3	3	4	NA	3	3	3	1	2	1	4	0	0	0	1	0	0	0	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:01:00	1	"Wednesday"	1.4	3	2.33	2.33
"1002"	2	2	3	3	2	2	2	2	4	2	3	4	4	5	3	3	4	4	5	3	3	4	3	1	2	1	10	10	0	0	1	1	10	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:01:00	1	"Wednesday"	2.4	3.8	3.33	1.33
"1008"	1	1	5	4	5	1	1	1	3	5	3	4	4	4	1	1	1	2	1	1	5	5	5	4	4	1	0	0	0	0	0	2	6	2	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:01:00	1	"Wednesday"	2.7	2.2	5	3
"1095"	1	1	1	2	1	3	2	1	1	3	2	1	2	2	2	3	2	2	2	3	1	4	1	1	1	1	0	0	0	0	0	0	0	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:02:00	1	"Wednesday"	1.6	2.1	2	1
"1027"	1	1	4	1	2	1	2	2	1	4	2	3	3	4	4	4	3	4	3	4	3	4	3	1	1	1	0	1	0	0	0	1	2	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:02:00	1	"Wednesday"	1.9	3.4	3.33	1
"1062"	2	3	3	2	4	1	1	1	3	4	2	3	2	2	2	3	3	2	3	2	5	4	5	3	2	3	0	0	2	0	2	0	2	0	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:02:00	1	"Wednesday"	2.4	2.4	4.67	2.67
"1058"	1	1	1	2	2	2	2	2	3	1	2	1	1	4	4	4	4	5	1	2	1	1	5	2	2	1	0	0	0	1	0	0	3	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:03:00	1	"Wednesday"	1.7	2.8	2.33	1.67
"1104"	1	1	1	3	2	1	1	1	1	3	1	1	5	3	4	4	3	4	5	4	2	1	1	1	1	1	0	0	0	0	0	0	0	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:03:00	1	"Wednesday"	1.5	3.4	1.33	1
"1052"	1	1	2	3	1	1	1	1	1	2	5	2	4	4	2	3	2	4	4	5	1	2	4	1	1	1	4	4	3	3	3	10	10	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:04:00	1	"Wednesday"	1.4	3.5	2.33	1
"1037"	1	1	2	1	3	1	1	1	2	3	1	1	1	1	2	1	1	1	1	3	2	3	2	1	2	2	0	0	0	10	0	6	10	3	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:05:00	1	"Wednesday"	1.6	1.3	2.33	1.67
"1089"	2	1	3	2	1	1	1	1	1	1	1	3	1	2	4	3	2	4	3	2	3	3	3	2	1	1	0	0	0	1	0	1	6	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:05:00	1	"Wednesday"	1.4	2.5	3	1.33
"1043"	1	1	1	1	1	1	1	1	2	4	4	3	4	3	3	3	3	2	2	3	1	3	1	1	1	1	0	2	0	3	0	1	1	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:05:00	1	"Wednesday"	1.4	3	1.67	1
"1088"	3	2	2	1	1	1	1	1	1	2	1	3	2	1	1	1	2	2	1	1	3	3	2	1	1	1	0	0	0	2	0	2	3	2	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:05:00	1	"Wednesday"	1.5	1.5	2.67	1
"1004"	3	4	4	4	4	1	1	1	3	2	1	2	1	1	1	1	1	2	1	1	4	3	2	3	3	NA	0	0	0	0	0	2	1	0	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:06:00	1	"Wednesday"	2.7	1.2	3	3
"1010"	2	1	3	1	3	1	1	1	1	1	3	3	3	2	3	3	4	3	3	3	3	3	3	1	3	3	5	2	7	3	7	7	8	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:06:00	1	"Wednesday"	1.5	3	3	2.33
"1057"	1	1	3	1	1	1	1	1	2	1	4	3	4	4	4	4	4	4	2	3	2	2	3	1	2	1	0	0	0	0	0	0	1	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:07:00	1	"Wednesday"	1.3	3.6	2.33	1.33
"1090"	2	2	4	2	2	1	1	1	3	2	1	4	3	5	2	1	4	4	1	3	4	4	1	1	1	2	0	1	0	0	0	0	10	2	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:07:00	1	"Wednesday"	2	2.8	3	1.33
"1001"	1	1	1	1	1	1	1	1	1	3	5	4	5	5	4	3	3	4	3	5	1	1	1	2	2	5	0	0	0	0	0	0	0	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:08:00	1	"Wednesday"	1.2	4.1	1	3
"1060"	2	3	2	1	4	2	3	2	4	4	1	2	2	1	1	1	1	2	1	2	3	4	1	2	4	3	0	0	0	0	0	0	1	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:08:00	1	"Wednesday"	2.7	1.4	2.67	3
"1069"	1	1	2	2	2	1	1	1	1	2	2	3	3	3	1	1	2	2	2	2	4	2	3	1	1	3	0	0	0	0	0	0	0	0	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:08:00	1	"Wednesday"	1.4	2.1	3	1.67
"1013"	4	4	5	5	3	1	2	1	4	4	3	3	3	3	2	2	3	2	2	3	4	4	4	3	2	4	0	0	0	0	0	0	10	5	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:09:00	1	"Wednesday"	3.3	2.6	4	3
"1066"	1	1	1	1	1	2	2	1	1	3	2	3	1	3	1	2	3	3	1	1	3	1	2	1	1	2	0	0	0	0	0	0	7	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:11:00	1	"Wednesday"	1.4	2	2	1.33
"1046"	1	1	1	2	1	1	1	1	1	1	1	3	4	3	3	3	1	3	1	2	1	1	1	1	1	1	0	0	0	3	0	0	3	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:14:00	1	"Wednesday"	1.1	2.4	1	1
"1034"	1	1	4	2	1	1	1	1	1	2	1	3	4	4	2	2	1	3	3	4	3	3	3	1	1	1	0	0	0	2	0	2	9	2	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:14:00	1	"Wednesday"	1.5	2.7	3	1
"1017"	1	1	2	3	1	3	1	1	1	3	3	4	4	4	2	2	4	4	3	3	2	1	3	1	1	1	0	0	0	0	0	0	0	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:14:00	1	"Wednesday"	1.7	3.3	2	1
"1077"	1	1	4	5	3	2	1	1	1	3	1	1	1	3	3	2	1	3	1	2	4	1	3	1	3	2	0	0	0	0	0	0	10	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:15:00	1	"Wednesday"	2.2	1.8	2.67	2
"1080"	1	1	2	1	1	1	2	1	2	1	4	3	3	3	3	3	3	3	3	3	3	3	1	1	1	2	0	0	0	5	0	0	5	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:16:00	1	"Wednesday"	1.3	3.1	2.33	1.33
"1015"	2	2	1	5	3	1	1	1	4	1	3	4	4	4	2	3	4	4	3	2	3	5	3	3	4	2	0	0	0	7	0	0	8	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:18:00	1	"Wednesday"	2.1	3.3	3.67	3
"1056"	1	2	1	1	1	2	1	1	1	2	1	1	3	3	2	1	2	2	3	3	2	2	2	1	3	2	3	3	2	0	2	0	1	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:19:00	1	"Wednesday"	1.3	2.1	2	2
"1030"	1	1	3	2	2	1	1	1	1	1	3	4	4	3	3	3	1	2	2	3	1	2	1	1	1	1	0	0	0	0	0	0	0	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:20:00	1	"Wednesday"	1.4	2.8	1.33	1
"1102"	1	1	4	1	1	1	1	1	1	4	1	2	2	3	3	3	1	3	1	2	4	4	4	3	2	2	0	0	0	1	0	0	3	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:20:00	1	"Wednesday"	1.6	2.1	4	2.33
"1083"	3	3	4	2	2	1	1	2	3	2	5	4	4	5	3	3	3	4	3	4	4	4	1	1	1	1	0	0	0	0	0	0	8	2	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:21:00	1	"Wednesday"	2.3	3.8	3	1
"1091"	1	1	3	4	4	2	1	1	1	2	1	2	1	1	2	3	1	2	1	2	4	3	4	2	2	2	0	0	0	0	0	0	5	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:23:00	1	"Wednesday"	2	1.6	3.67	2
"1044"	2	2	3	3	3	1	1	1	1	3	1	3	2	3	2	2	3	3	2	2	2	3	3	1	2	2	0	0	0	0	0	0	1	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:26:00	1	"Wednesday"	2	2.3	2.67	1.67
"1018"	4	4	4	4	4	2	3	3	5	5	3	3	2	3	2	2	2	3	1	2	5	4	4	3	5	4	0	0	0	0	0	0	3	0	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:28:00	1	"Wednesday"	3.8	2.3	4.33	4
"1012"	4	4	4	4	2	1	3	3	4	3	3	4	3	2	1	2	2	4	2	3	4	4	3	4	4	4	0	0	0	2	1	2	1	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:31:00	1	"Wednesday"	3.2	2.6	3.67	4
"1076"	1	1	3	2	1	1	1	1	1	1	3	1	3	2	2	1	2	3	2	3	1	1	1	1	1	2	0	0	0	0	0	0	3	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:33:00	1	"Wednesday"	1.3	2.2	1	1.33
"1063"	1	NA	1	1	1	1	1	1	1	2	4	1	2	1	1	1	2	1	1	1	1	3	3	2	2	2	0	0	5	0	5	0	4	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:34:00	1	"Wednesday"	1.11	1.5	2.33	2
"1074"	1	1	2	1	1	1	1	1	1	2	3	2	4	4	3	3	1	3	4	4	4	3	1	1	1	1	0	2	0	3	0	0	10	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:34:00	1	"Wednesday"	1.2	3.1	2.67	1
"1081"	3	3	3	4	1	1	1	1	3	4	3	2	3	2	3	1	1	1	2	3	2	2	1	3	2	1	0	0	0	5	3	7	8	2	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:37:00	1	"Wednesday"	2.4	2.1	1.67	2
"1038"	1	2	3	3	3	1	1	1	2	2	1	1	4	1	1	1	1	4	1	1	3	4	2	2	2	2	0	0	0	1	0	1	2	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:40:00	1	"Wednesday"	1.9	1.6	3	2
"1105"	1	1	1	1	1	2	1	2	1	3	3	3	3	3	4	3	3	4	3	4	1	2	2	1	1	1	0	0	3	1	4	4	5	0	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:47:00	1	"Wednesday"	1.4	3.3	1.67	1
"1023"	5	4	4	1	3	3	3	1	4	4	3	2	1	1	1	1	1	1	1	1	3	5	3	4	4	4	0	0	1	3	0	2	3	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:49:00	1	"Wednesday"	3.2	1.3	3.67	4
"1016"	3	4	4	2	2	1	3	2	4	1	2	2	4	2	1	1	1	3	1	2	4	5	3	1	2	3	0	0	0	0	0	0	0	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:52:00	1	"Wednesday"	2.6	1.9	4	2
"1103"	1	1	1	1	2	2	1	1	1	1	4	3	3	4	3	3	2	3	4	4	1	1	3	1	1	1	0	0	0	0	0	0	2	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:52:00	1	"Wednesday"	1.2	3.3	1.67	1
"1048"	1	1	1	2	3	1	2	2	1	1	1	1	2	1	2	3	1	2	2	1	3	2	4	2	1	2	0	0	0	0	0	0	1	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:59:00	1	"Wednesday"	1.5	1.6	3	1.67
"1051"	2	3	2	1	4	2	1	1	4	1	3	3	3	3	1	3	1	2	1	3	1	4	1	1	3	3	0	0	0	1	0	2	3	2	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-28	2020-12-01 18:59:00	1	"Wednesday"	2.1	2.3	2	2.33
