"SubID"	"NA_1"	"NA_2"	"NA_3"	"NA_4"	"NA_5"	"NA_6"	"NA_7"	"NA_8"	"NA_9"	"NA_10"	"PA_1"	"PA_2"	"PA_3"	"PA_4"	"PA_5"	"PA_6"	"PA_7"	"PA_8"	"PA_9"	"PA_10"	"Anx_1"	"Anx_2"	"Anx_3"	"Dep_1"	"Dep_2"	"Dep_3"	"Discrim_1"	"Discrim_2"	"Discrim_3"	"Discrim_4"	"Discrim_5"	"Discrim_6"	"Discrim_7"	"DailyNews"	"Survey"	"SWLS_1"	"SWLS_2"	"SWLS_3"	"SWLS_4"	"SWLS_5"	"SWLS_6"	"SelfEsteem"	"MIL_1"	"MIL_2"	"MIL_3"	"MIL_4"	"MIL_5"	"MIL_6"	"MIL_7"	"MIL_8"	"MIL_9"	"MIL_10"	"MIL_11"	"MIL_12"	"MIL_13"	"MIL_14"	"MIL_15"	"MIL_16"	"Suprise_1"	"Suprise_2"	"Suprise_3"	"Surpise_4"	"DMIL_1"	"DMIL_2"	"NN_1"	"NN_2"	"NN_3"	"NN_4"	"NN_5"	"NN_6"	"NP_1"	"NP_2"	"NP_3"	"NP_4"	"NP_5"	"NP_6"	"OP_1"	"OP_2"	"OP_3"	"OP_4"	"OP_5"	"Date"	"Time"	"DayStudy.adj"	"DayWeek"	"NA_agg"	"PA_agg"	"Dep_agg"	"Anx_agg"
"1031"	1	1	1	1	1	1	1	1	1	1	2	3	4	3	2	1	1	3	1	2	1	1	1	1	1	1	0	0	0	0	0	2	2	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 18:16:00	3	"Friday"	1	2.2	1	1
"1002"	1	1	1	1	1	1	1	1	1	1	3	1	1	3	3	3	3	3	3	5	1	1	5	1	1	1	0	0	0	0	0	0	0	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 18:20:00	3	"Friday"	1	2.8	2.33	1
"1077"	1	2	1	1	1	1	1	1	1	1	1	3	3	3	2	2	2	4	3	2	4	1	4	1	1	1	0	0	0	0	1	0	3	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 18:21:00	3	"Friday"	1.1	2.5	3	1
"1052"	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	3	3	4	1	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 18:22:00	3	"Friday"	1	2	1	1
"1014"	1	1	1	1	1	1	1	1	1	1	3	3	3	3	4	3	3	3	3	4	1	1	2	1	1	1	0	0	0	0	0	0	0	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 18:24:00	3	"Friday"	1	3.2	1.33	1
"1050"	1	3	5	2	3	1	1	5	5	3	3	5	4	5	3	5	3	5	3	4	4	4	3	3	3	1	0	0	0	10	0	10	10	5	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 18:26:00	3	"Friday"	2.9	4	3.67	2.33
"1034"	2	3	4	5	1	1	1	1	1	1	1	3	3	3	2	2	2	4	3	1	4	4	3	2	2	1	0	0	0	0	0	2	8	4	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 18:27:00	3	"Friday"	2	2.4	3.67	1.67
"1016"	3	2	1	1	1	1	1	1	2	1	2	1	1	4	3	3	4	2	2	1	1	4	1	1	1	2	0	0	0	0	0	1	7	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 18:27:00	3	"Friday"	1.4	2.3	2	1.33
"1067"	5	4	5	5	5	5	3	3	3	5	1	2	1	2	1	1	2	1	1	1	5	5	5	5	5	4	0	0	0	0	0	0	10	2	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 18:27:00	3	"Friday"	4.3	1.3	5	4.67
"1080"	3	3	4	1	4	2	3	3	4	2	1	2	1	1	1	1	1	1	1	2	3	3	4	4	4	3	0	1	0	0	1	1	5	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 18:34:00	3	"Friday"	2.9	1.2	3.33	3.67
"1104"	1	1	4	1	2	1	1	1	1	1	4	1	1	5	3	3	5	5	2	5	1	4	1	1	1	1	0	0	0	0	0	0	1	0	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 18:34:00	3	"Friday"	1.4	3.4	2	1
"1053"	1	1	1	1	1	1	1	1	1	1	3	2	3	3	1	1	1	2	1	2	1	1	2	1	1	1	0	0	0	4	0	2	6	3	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 18:37:00	3	"Friday"	1	1.9	1.33	1
"1064"	2	1	2	1	1	1	1	2	2	2	2	2	1	3	2	3	2	3	2	3	2	2	2	3	3	1	0	0	0	0	0	0	0	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 18:37:00	3	"Friday"	1.5	2.3	2	2.33
"1040"	1	1	2	1	4	4	1	1	1	2	4	4	5	4	4	2	5	4	4	4	2	2	1	1	2	2	7	1	2	1	4	1	0	0	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 18:41:00	3	"Friday"	1.8	4	1.67	1.67
"1071"	3	2	2	1	4	3	2	1	4	4	2	3	4	3	4	4	4	4	5	3	2	3	2	4	4	4	0	0	0	0	0	0	0	0	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 18:46:00	3	"Friday"	2.6	3.6	2.33	4
"1090"	4	4	5	4	1	1	1	1	2	4	5	4	3	4	2	2	4	4	1	4	4	4	1	2	1	4	0	0	0	2	0	3	8	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 18:49:00	3	"Friday"	2.7	3.3	3	2.33
"1056"	1	2	1	1	2	2	2	1	2	3	2	3	2	2	2	1	1	2	1	1	1	3	1	2	2	2	0	0	0	0	0	1	2	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 18:54:00	3	"Friday"	1.7	1.7	1.67	2
"1021"	1	1	1	1	1	1	1	1	1	1	3	1	3	3	1	3	3	3	3	3	1	1	1	1	2	1	0	0	0	0	0	0	4	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 18:56:00	3	"Friday"	1	2.6	1	1.33
"1083"	3	2	2	1	1	1	1	2	2	3	4	4	4	4	4	3	4	4	4	4	2	3	1	1	2	1	0	0	0	0	0	0	3	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 18:59:00	3	"Friday"	1.8	3.9	2	1.33
"1108"	1	3	2	3	3	4	3	1	3	3	4	4	2	3	3	2	4	3	3	3	3	3	4	3	4	2	0	0	0	0	0	0	0	2	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 19:02:00	3	"Friday"	2.6	3.1	3.33	3
"1041"	1	1	1	1	4	1	1	1	1	1	4	2	4	5	5	3	4	5	5	5	1	1	1	1	1	1	0	0	0	0	0	0	10	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 19:08:00	3	"Friday"	1.3	4.2	1	1
"1055"	1	1	1	1	1	1	1	1	1	1	3	5	4	2	4	3	3	3	4	2	1	1	1	1	1	1	0	0	0	0	0	0	0	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 19:08:00	3	"Friday"	1	3.3	1	1
"1059"	2	3	3	3	4	1	1	1	2	2	3	4	4	4	4	3	3	3	3	3	4	3	4	2	1	3	0	0	0	0	0	0	0	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 19:11:00	3	"Friday"	2.2	3.4	3.67	2
"1042"	1	1	2	2	1	1	1	1	1	2	4	4	3	2	3	2	2	3	2	2	3	2	2	1	3	1	0	0	0	1	0	3	4	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 19:13:00	3	"Friday"	1.3	2.7	2.33	1.67
"1038"	1	1	1	1	1	1	1	1	1	1	3	1	2	2	1	2	1	3	1	1	1	1	1	1	1	1	0	0	0	2	0	1	3	2	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 19:15:00	3	"Friday"	1	1.7	1	1
"1036"	2	2	2	3	2	1	1	1	4	2	2	2	1	2	3	2	3	2	2	2	4	2	1	3	4	1	0	0	0	0	0	0	6	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 19:18:00	3	"Friday"	2	2.1	2.33	2.67
"1086"	2	2	2	2	1	2	2	1	1	1	3	2	4	4	3	3	2	4	5	3	2	2	2	1	1	1	0	0	0	0	0	0	0	5	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 19:21:00	3	"Friday"	1.6	3.3	2	1
"1023"	2	3	3	1	2	1	1	1	3	2	3	1	2	3	1	3	1	1	3	1	2	3	1	1	1	1	0	0	0	0	0	0	0	0	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 19:25:00	3	"Friday"	1.9	1.9	2	1
"1003"	1	1	2	1	2	1	1	2	2	3	1	2	2	3	2	2	2	2	2	2	4	3	3	2	3	2	0	0	0	0	1	0	4	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 19:27:00	3	"Friday"	1.6	2	3.33	2.33
"1015"	1	1	1	1	1	1	1	1	3	2	4	2	2	2	3	3	3	3	3	1	1	2	2	2	3	4	0	0	0	5	0	0	7	2	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 19:33:00	3	"Friday"	1.3	2.6	1.67	3
"1058"	1	1	1	1	4	1	1	1	2	1	4	1	1	1	2	2	1	1	1	1	1	1	4	2	1	1	0	0	0	0	0	0	0	0	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 19:38:00	3	"Friday"	1.4	1.5	2	1.33
"1046"	1	1	1	1	1	1	1	1	1	1	3	1	2	1	2	1	3	3	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 19:46:00	3	"Friday"	1	1.8	1	1
"1057"	1	1	2	1	2	2	2	2	2	2	4	3	3	4	3	3	4	3	3	5	2	4	4	1	1	1	0	0	0	0	0	0	2	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 19:46:00	3	"Friday"	1.7	3.5	3.33	1
"1100"	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 19:49:00	3	"Friday"	1.2	1	1	1
"1013"	3	3	4	2	2	1	3	3	3	3	3	3	4	4	3	4	4	4	4	3	5	3	2	2	3	3	0	0	0	0	0	0	10	2	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 19:56:00	3	"Friday"	2.7	3.6	3.33	2.67
"1045"	3	3	4	3	3	3	3	3	4	4	3	4	5	5	4	5	3	4	5	4	5	4	4	3	3	3	3	3	4	3	4	6	3	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 19:57:00	3	"Friday"	3.3	4.2	4.33	3
"1008"	1	1	5	3	5	1	1	1	4	4	1	1	3	4	1	1	1	1	1	1	5	5	4	5	5	1	0	0	0	2	0	3	4	2	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 20:00:00	3	"Friday"	2.6	1.5	4.67	3.67
"1109"	1	1	1	1	1	1	1	1	1	1	4	3	3	4	3	3	3	4	4	2	2	2	1	1	1	1	0	0	0	3	0	4	1	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 20:05:00	3	"Friday"	1	3.3	1.67	1
"1091"	3	3	1	3	4	4	3	1	4	4	4	4	4	4	3	4	4	4	1	3	4	3	3	2	3	2	0	0	5	0	0	0	10	2	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 20:14:00	3	"Friday"	3	3.5	3.33	2.33
"1005"	3	2	3	4	1	1	3	3	1	2	4	5	4	5	5	5	5	5	4	NA	4	2	4	1	1	3	0	0	0	0	0	0	10	4	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 20:19:00	3	"Friday"	2.3	4.67	3.33	1.67
"1078"	1	1	1	1	2	3	1	1	4	3	3	4	4	4	3	4	4	4	1	4	2	1	1	1	1	1	0	0	5	8	0	0	10	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 20:24:00	3	"Friday"	1.8	3.5	1.33	1
"1076"	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	0	0	0	0	0	0	0	0	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 20:25:00	3	"Friday"	1	1.1	1	2
"1025"	1	1	1	1	1	1	1	1	1	2	3	3	3	1	2	3	3	3	1	3	1	1	1	1	1	1	0	0	3	0	4	0	3	0	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 20:25:00	3	"Friday"	1.1	2.5	1	1
"1039"	4	3	3	1	1	2	1	1	4	4	2	3	3	4	2	3	1	3	1	3	4	4	2	1	3	2	0	0	0	0	0	0	0	2	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 20:25:00	3	"Friday"	2.4	2.5	3.33	2
"1105"	1	1	1	1	1	1	1	1	1	1	3	4	3	4	3	3	3	4	3	4	1	1	1	1	1	1	0	0	0	0	0	0	0	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 20:42:00	3	"Friday"	1	3.4	1	1
"1072"	1	1	1	1	1	1	1	1	1	1	3	4	5	5	5	4	4	4	4	3	1	1	1	1	1	1	0	1	1	0	0	0	1	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 20:59:00	3	"Friday"	1	4.1	1	1
"1001"	1	1	2	1	2	1	2	1	1	2	4	3	3	4	3	3	4	4	1	3	3	2	2	1	1	3	0	0	0	0	0	0	0	0	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 20:59:00	3	"Friday"	1.4	3.2	2.33	1.67
"1073"	1	1	1	1	1	1	1	1	1	1	3	4	4	4	3	4	4	4	5	5	1	1	1	1	1	1	0	1	0	0	0	1	2	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 21:06:00	3	"Friday"	1	4	1	1
"1081"	3	3	3	2	2	3	1	1	4	1	2	3	3	1	4	2	1	2	4	3	1	3	3	2	1	1	1	0	0	0	1	5	2	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 21:08:00	3	"Friday"	2.3	2.5	2.33	1.33
"1095"	1	1	1	1	1	1	3	1	1	1	5	3	4	3	2	4	2	3	3	3	1	2	2	1	1	1	0	0	0	0	0	0	0	1	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 21:24:00	3	"Friday"	1.2	3.2	1.67	1
"1065"	4	5	5	3	5	2	4	3	5	5	2	2	2	2	2	1	1	1	2	1	5	5	5	3	5	2	0	0	0	0	0	0	3	2	"Daily"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2020-10-30	2020-12-01 21:32:00	3	"Friday"	4.1	1.6	5	3.33
